Run_No.	Date	ID	Peak_No.	N3N2_mean	N3N2_mean_QF	N3N2_sd	N3N2_sd_QF	NO3+NO2_cd_CF	NO3+NO2_CF_QF	N3N2_mean_c	N3N2_mean_c_QF	N3N2_sd_c	N3N2_sd_c_QF	Si_mean	Si_mean_QF	Si_stdev	Si_sd_QF	Si(OH)4_cd_CF	Si(OH)4_CF_QF	Si_mean_c	Si_mean_c_QF	Si_sd_c	Si_sd_c_QF	PO4_mean	PO4_mean_QF	PO4_sd	PO4_sd_QF	PO4_cd_CF	PO4_CF_QF	PO4_mean_c	PO4_mean_c_QF	PO4_sd_c	PO4_sd_c_QF	NO2_mean	NO2_mean_QF	NO2_stdev	NO2_sd_QF	NO2_cd_CF	NO2_CF_QF	NO2_mean_c	NO2_mean_c_QF	NO2_sd_c	NO2_sd_c_QF	T(D)N_mean	T(D)N_mean_QF	T(D)N_sd	T(D)N_sd_QF	T(D)N_CF	T(D)N_CF_QF	T(D)N_mean_c	T(D)N_mean_c_QF	T(D)N_sd_c	T(D)N_sd_c_QF	T(D)P_mean	T(D)P_mean_QF	T(D)P_sd	T(D)P_sd_QF	T(D)P_CF	T(D)P_CF_QF	T(D)P_mean_c	T(D)P_mean_c_QF	T(D)P_sd_c	T(D)P_sd_c_QF	NH4_mean	NH4_mean_QF	NH4_stdev	NH4_sd_QF	NH4_cd_CF	NH4_cd_CF_QF	NH4_mean_c	NH4_mean_c_QF	NH4_sd_c	NH4_sd_c_QF
1	09.02.21	723	139	13.251	2	0.032	2	0.931	11	12.331	2	0.030	2	4.408	2	0.012	2	1.230	11	5.421	2	0.015	2	0.854	2	0.001	2	1.000	2	0.854	2	0.001	2	0.018	2	0.000	2	0.367	2	0.007	2	0.000	2	12.448	2	0.018	2	1.206	2	15.018	2	0.022	2	0.614	4	0.001	4	1.209	4	0.742	4	0.001	4	0.047	2	0.004	2	1.136	2	0.053	2	0.004	2

1	09.02.21	724	141	13.315	2	0.000	2	0.931	11	12.391	2	0.000	2	4.394	2	0.009	2	1.230	11	5.404	2	0.011	2	0.853	2	0.002	2	1.000	2	0.853	2	0.002	2	0.036	2	0.001	2	0.367	2	0.013	2	0.000	2	12.980	2	0.040	2	1.206	2	15.660	2	0.048	2	0.606	4	0.004	4	1.209	4	0.732	4	0.004	4	0.241	2	0.004	2	1.136	2	0.273	2	0.004	2

1	09.02.21	725	143	11.274	2	0.004	2	0.931	11	10.491	2	0.003	2	3.920	2	0.021	2	1.230	11	4.821	2	0.025	2	0.769	2	0.000	2	1.000	2	0.769	2	0.000	2	0.036	2	0.001	2	0.367	2	0.013	2	0.000	2	11.214	2	0.047	2	1.206	2	13.529	2	0.056	2	0.544	4	0.008	4	1.209	4	0.657	4	0.009	4	0.244	2	0.001	2	1.136	2	0.277	2	0.001	2

1	09.02.21	726	145	6.820	2	0.017	2	0.931	11	6.347	2	0.016	2	2.030	2	0.011	2	1.230	11	2.496	2	0.013	2	0.535	2	0.001	2	1.000	2	0.535	2	0.001	2	0.024	2	0.001	2	0.367	2	0.009	2	0.000	2	7.903	2	0.004	2	1.206	2	9.534	2	0.005	2	0.365	4	0.002	4	1.209	4	0.441	4	0.003	4	0.126	2	0.001	2	1.136	2	0.143	2	0.002	2

1	09.02.21	727	147	6.631	2	0.000	2	0.931	11	6.171	2	0.000	2	2.044	2	0.006	2	1.230	11	2.513	2	0.008	2	0.531	2	0.001	2	1.000	2	0.531	2	0.001	2	0.029	2	0.001	2	0.367	2	0.011	2	0.001	2	7.665	2	0.004	2	1.206	2	9.247	2	0.004	2	0.367	4	0.001	4	1.209	4	0.443	4	0.001	4	0.051	2	0.002	2	1.136	2	0.057	2	0.002	2

1	09.02.21	728	149	6.444	2	0.011	2	0.931	11	5.997	2	0.011	2	2.153	2	0.004	2	1.230	11	2.647	2	0.004	2	0.526	2	0.001	2	1.000	2	0.526	2	0.001	2	0.025	2	0.001	2	0.367	2	0.009	2	0.001	2	7.567	2	0.007	2	1.206	2	9.129	2	0.009	2	0.354	4	0.006	4	1.209	4	0.427	4	0.008	4	0.148	2	0.002	2	1.136	2	0.167	2	0.002	2

1	09.02.21	729	151	4.829	2	0.001	2	0.931	11	4.493	2	0.001	2	1.958	2	0.008	2	1.230	11	2.408	2	0.010	2	0.442	2	0.001	2	1.000	2	0.442	2	0.001	2	0.034	2	0.001	2	0.367	2	0.012	2	0.000	2	6.652	2	0.004	2	1.206	2	8.025	2	0.004	2	0.316	4	0.006	4	1.209	4	0.382	4	0.007	4	0.139	2	0.001	2	1.136	2	0.158	2	0.002	2

1	09.02.21	730	153	4.646	2	0.003	2	0.931	11	4.324	2	0.003	2	1.946	2	0.002	2	1.230	11	2.393	2	0.003	2	0.431	2	0.001	2	1.000	2	0.431	2	0.001	2	0.023	2	0.001	2	0.367	2	0.008	2	0.001	2	6.223	2	0.008	2	1.206	2	7.507	2	0.009	2	0.303	4	0.004	4	1.209	4	0.366	4	0.005	4	0.026	2	0.001	2	1.136	2	0.030	2	0.002	2

1	09.02.21	731	155	4.647	2	0.004	2	0.931	11	4.325	2	0.004	2	1.945	2	0.007	2	1.230	11	2.392	2	0.009	2	0.433	2	0.001	2	1.000	2	0.433	2	0.001	2	0.030	2	0.002	2	0.367	2	0.011	2	0.001	2	6.335	2	0.001	2	1.206	2	7.642	2	0.001	2	0.300	4	0.004	4	1.209	4	0.363	4	0.005	4	0.104	2	0.002	2	1.136	2	0.118	2	0.002	2

1	09.02.21	732	157	4.644	2	0.002	2	0.931	11	4.321	2	0.002	2	1.946	2	0.009	2	1.230	11	2.393	2	0.011	2	0.422	2	0.001	2	1.000	2	0.422	2	0.001	2	0.023	2	0.002	2	0.367	2	0.008	2	0.001	2	6.408	2	0.001	2	1.206	2	7.730	2	0.001	2	0.292	4	0.004	4	1.209	4	0.353	4	0.005	4	0.100	2	0.001	2	1.136	2	0.113	2	0.001	2

1	09.02.21	733	159	4.624	2	0.001	2	0.931	11	4.303	2	0.001	2	1.959	2	0.003	2	1.230	11	2.409	2	0.003	2	0.427	2	0.001	2	1.000	2	0.427	2	0.001	2	0.021	2	0.001	2	0.367	2	0.008	2	0.000	2	6.209	2	0.016	2	1.206	2	7.490	2	0.020	2	0.296	4	0.004	4	1.209	4	0.358	4	0.005	4	0.042	2	0.001	2	1.136	2	0.047	2	0.001	2

1	09.02.21	734	161	4.631	2	0.003	2	0.931	11	4.310	2	0.003	2	1.955	2	0.004	2	1.230	11	2.404	2	0.004	2	0.426	2	0.002	2	1.000	2	0.426	2	0.002	2	0.022	2	0.001	2	0.367	2	0.008	2	0.000	2	6.146	2	0.009	2	1.206	2	7.414	2	0.011	2	0.286	4	0.007	4	1.209	4	0.346	4	0.009	4	0.018	2	0.001	2	1.136	2	0.020	2	0.001	2

1	09.02.21	818	163	13.286	2	0.023	2	0.931	11	12.364	2	0.022	2	4.397	2	0.000	2	1.230	11	5.408	2	0.000	2	0.844	2	0.003	2	1.000	2	0.844	2	0.003	2	0.023	2	0.000	2	0.367	2	0.008	2	0.000	2	15.174	2	0.108	2	1.206	2	18.306	2	0.131	2	0.587	4	0.017	4	1.209	4	0.710	4	0.021	4	2.782	10	0.051	2	1.136	2	3.159	10	0.058	2

1	09.02.21	819	165	12.802	2	0.004	2	0.931	11	11.914	2	0.004	2	4.315	2	0.013	2	1.230	11	5.306	2	0.017	2	0.838	2	0.001	2	1.000	2	0.838	2	0.001	2	0.019	2	0.001	2	0.367	2	0.007	2	0.001	2	12.787	2	0.024	2	1.206	2	15.427	2	0.029	2	0.585	4	0.006	4	1.209	4	0.707	4	0.008	4	0.730	2	0.080	2	1.136	2	0.828	2	0.091	2

1	09.02.21	820	167	12.794	2	0.016	2	0.931	11	11.906	2	0.015	2	4.315	2	0.007	2	1.230	11	5.307	2	0.009	2	0.839	2	0.001	2	1.000	2	0.839	2	0.001	2	0.020	2	0.002	2	0.367	2	0.007	2	0.001	2	14.050	2	0.057	2	1.206	2	16.950	2	0.068	2	0.584	4	0.001	4	1.209	4	0.705	4	0.001	4	2.209	2	0.020	2	1.136	2	2.508	2	0.022	2

1	09.02.21	821	169	11.529	2	0.004	2	0.931	11	10.729	2	0.004	2	4.019	2	0.011	2	1.230	11	4.942	2	0.013	2	0.783	2	0.001	2	1.000	2	0.783	2	0.001	2	0.020	2	0.001	2	0.367	2	0.007	2	0.000	2	13.370	2	0.136	2	1.206	2	16.130	2	0.164	2	0.583	4	0.014	4	1.209	4	0.705	4	0.017	4	2.679	10	0.015	2	1.136	2	3.042	10	0.017	2

1	09.02.21	822	173	10.043	2	0.017	2	0.931	11	9.346	2	0.016	2	3.382	2	0.022	2	1.230	11	4.159	2	0.027	2	0.705	2	0.006	2	1.000	2	0.705	2	0.006	2	0.022	2	0.001	2	0.367	2	0.008	2	0.000	2	11.108	2	0.151	2	1.206	2	13.400	2	0.182	2	0.572	4	0.094	4	1.209	4	0.691	4	0.114	4	2.397	2	0.001	2	1.136	2	2.722	2	0.002	2

1	09.02.21	823	175	9.332	2	0.035	2	0.931	11	8.684	2	0.033	2	3.072	2	0.015	2	1.230	11	3.778	2	0.018	2	0.664	2	0.001	2	1.000	2	0.664	2	0.001	2	0.023	2	0.001	2	0.367	2	0.008	2	0.000	2	9.915	2	0.062	2	1.206	2	11.961	2	0.074	2	0.477	4	0.003	4	1.209	4	0.577	4	0.003	4	1.107	2	0.023	2	1.136	2	1.257	2	0.026	2

1	09.02.21	824	177	8.935	2	0.002	2	0.931	11	8.315	2	0.002	2	2.908	2	0.001	2	1.230	11	3.577	2	0.002	2	0.648	2	0.003	2	1.000	2	0.648	2	0.003	2	0.018	2	0.000	2	0.367	2	0.007	2	0.000	2	9.783	2	0.007	2	1.206	2	11.803	2	0.009	2	0.457	4	0.001	4	1.209	4	0.552	4	0.001	4	1.197	2	0.002	2	1.136	2	1.359	2	0.002	2

1	09.02.21	825	179	5.469	2	0.008	2	0.931	11	5.089	2	0.007	2	1.976	2	0.003	2	1.230	11	2.430	2	0.003	2	0.463	2	0.001	2	1.000	2	0.463	2	0.001	2	0.019	2	0.000	2	0.367	2	0.007	2	0.000	2	7.017	2	0.022	2	1.206	2	8.465	2	0.026	2	0.329	4	0.004	4	1.209	4	0.398	4	0.005	4	0.737	2	0.010	2	1.136	2	0.837	2	0.011	2

1	09.02.21	826	181	5.277	2	0.003	2	0.931	11	4.911	2	0.003	2	1.927	2	0.004	2	1.230	11	2.370	2	0.005	2	0.455	2	0.001	2	1.000	2	0.455	2	0.001	2	0.019	2	0.000	2	0.367	2	0.007	2	0.000	2	7.025	2	0.009	2	1.206	2	8.475	2	0.011	2	0.322	4	0.005	4	1.209	4	0.389	4	0.006	4	0.859	2	0.002	2	1.136	2	0.975	2	0.002	2

1	09.02.21	827	183	5.282	2	0.016	2	0.931	11	4.915	2	0.015	2	1.933	2	0.006	2	1.230	11	2.377	2	0.007	2	0.450	2	0.000	2	1.000	2	0.450	2	0.000	2	0.019	2	0.002	2	0.367	2	0.007	2	0.001	2	7.685	2	0.028	2	1.206	2	9.271	2	0.033	2	0.309	4	0.001	4	1.209	4	0.373	4	0.001	4	1.626	2	0.011	2	1.136	2	1.846	2	0.012	2

1	09.02.21	828	185	5.269	2	0.001	2	0.931	11	4.903	2	0.001	2	1.934	2	0.004	2	1.230	11	2.379	2	0.005	2	0.448	2	0.001	2	1.000	2	0.448	2	0.001	2	0.019	2	0.001	2	0.367	2	0.007	2	0.001	2	8.205	2	0.042	2	1.206	2	9.899	2	0.051	2	0.302	4	0.008	4	1.209	4	0.365	4	0.010	4	2.073	2	0.012	2	1.136	2	2.353	2	0.014	2

1	09.02.21	829	187	5.250	2	0.004	2	0.931	11	4.886	2	0.004	2	1.920	2	0.009	2	1.230	11	2.361	2	0.011	2	0.463	2	0.001	2	1.000	2	0.463	2	0.001	2	0.018	2	0.000	2	0.367	2	0.007	2	0.000	2	6.984	2	0.011	2	1.206	2	8.425	2	0.013	2	0.308	4	0.000	4	1.209	4	0.372	4	0.000	4	0.773	2	0.021	2	1.136	2	0.877	2	0.023	2

1	09.02.21	830	189	15.709	2	0.001	2	0.931	11	14.618	2	0.001	2	9.436	2	0.014	2	1.230	11	11.605	2	0.017	2	0.957	2	0.003	2	1.000	2	0.957	2	0.003	2	0.011	2	0.001	2	0.367	2	0.004	2	0.000	2	14.241	2	0.016	2	1.206	2	17.181	2	0.019	2	0.654	4	0.018	4	1.209	4	0.791	4	0.022	4	0.237	2	0.018	2	1.136	2	0.269	2	0.021	2

1	09.02.21	831	191	15.743	2	0.009	2	0.931	11	14.650	2	0.009	2	9.356	2	0.009	2	1.230	11	11.506	2	0.011	2	0.891	2	0.004	2	1.000	2	0.891	2	0.004	2	0.010	2	0.003	2	0.367	2	0.004	2	0.001	2	14.091	2	0.011	2	1.206	2	16.999	2	0.013	2	0.615	4	0.004	4	1.209	4	0.743	4	0.004	4	0.108	2	0.008	2	1.136	2	0.122	2	0.009	2

1	09.02.21	832	193	13.684	2	0.001	2	0.931	11	12.734	2	0.001	2	8.077	2	0.033	2	1.230	11	9.934	2	0.040	2	0.932	2	0.001	2	1.000	2	0.932	2	0.001	2	0.091	2	0.001	2	0.367	2	0.033	2	0.000	2	17.552	2	0.126	2	1.206	2	21.175	2	0.152	2	0.635	4	0.003	4	1.209	4	0.768	4	0.003	4	4.675	10	0.076	2	1.136	2	5.309	10	0.087	2

1	09.02.21	833	195	15.760	2	0.026	2	0.931	11	14.666	2	0.024	2	8.823	2	0.013	2	1.230	11	10.851	2	0.017	2	0.905	2	0.002	2	1.000	2	0.905	2	0.002	2	0.009	2	0.003	2	0.367	2	0.003	2	0.001	2	14.537	2	0.017	2	1.206	2	17.538	2	0.020	2	0.633	4	0.006	4	1.209	4	0.765	4	0.007	4	0.276	2	0.067	2	1.136	2	0.313	2	0.076	2

1	09.02.21	834	197	14.172	2	0.005	2	0.931	11	13.188	2	0.005	2	6.154	2	0.003	2	1.230	11	7.569	2	0.003	2	0.838	2	0.001	2	1.000	2	0.838	2	0.001	2	0.013	2	0.001	2	0.367	2	0.005	2	0.000	2	13.240	2	0.035	2	1.206	2	15.973	2	0.043	2	0.579	4	0.002	4	1.209	4	0.699	4	0.003	4	0.253	2	0.017	2	1.136	2	0.287	2	0.019	2

1	09.02.21	835	199	10.212	2	0.022	2	0.931	11	9.503	2	0.020	2	3.987	2	0.006	2	1.230	11	4.904	2	0.007	2	0.763	2	0.000	2	1.000	2	0.763	2	0.000	2	0.169	2	0.000	2	0.367	2	0.062	2	0.000	2	16.981	2	0.003	2	1.206	2	20.486	2	0.003	2	0.498	4	0.004	4	1.209	4	0.602	4	0.005	4	7.155	10	0.119	2	1.136	2	8.125	10	0.135	2

1	09.02.21	836	201	13.663	2	0.054	2	0.931	11	12.714	2	0.051	2	4.860	2	0.008	2	1.230	11	5.977	2	0.010	2	0.880	2	0.000	2	1.000	2	0.880	2	0.000	2	0.015	2	0.000	2	0.367	2	0.006	2	0.000	2	12.635	2	0.049	2	1.206	2	15.243	2	0.060	2	0.622	4	0.007	4	1.209	4	0.752	4	0.009	4	0.371	2	0.111	2	1.136	2	0.421	2	0.126	2

1	09.02.21	837	203	13.588	2	0.012	2	0.931	11	12.645	2	0.011	2	4.700	2	0.009	2	1.230	11	5.780	2	0.011	2	0.870	2	0.000	2	1.000	2	0.870	2	0.000	2	0.013	2	0.001	2	0.367	2	0.005	2	0.001	2	12.695	2	0.004	2	1.206	2	15.315	2	0.004	2	0.606	4	0.005	4	1.209	4	0.732	4	0.006	4	0.304	2	0.023	2	1.136	2	0.345	2	0.026	2

1	09.02.21	838	205	13.512	2	0.042	2	0.931	11	12.574	2	0.039	2	4.490	2	0.006	2	1.230	11	5.522	2	0.007	2	0.861	2	0.001	2	1.000	2	0.861	2	0.001	2	0.014	2	0.001	2	0.367	2	0.005	2	0.001	2	12.776	2	0.013	2	1.206	2	15.413	2	0.016	2	0.601	4	0.001	4	1.209	4	0.727	4	0.002	4	0.234	2	0.009	2	1.136	2	0.265	2	0.010	2

1	09.02.21	839	207	13.079	2	0.006	2	0.931	11	12.171	2	0.006	2	4.271	2	0.003	2	1.230	11	5.253	2	0.003	2	0.849	2	0.001	2	1.000	2	0.849	2	0.001	2	0.015	2	0.001	2	0.367	2	0.005	2	0.000	2	12.397	2	0.019	2	1.206	2	14.956	2	0.023	2	0.592	4	0.000	4	1.209	4	0.716	4	0.000	4	0.180	2	0.007	2	1.136	2	0.204	2	0.008	2

1	09.02.21	840	209	6.429	2	0.013	2	0.931	11	5.983	2	0.012	2	2.340	2	0.006	2	1.230	11	2.877	2	0.008	2	0.536	2	0.001	2	1.000	2	0.536	2	0.001	2	0.018	2	0.001	2	0.367	2	0.006	2	0.000	2	7.614	2	0.019	2	1.206	2	9.185	2	0.023	2	0.370	4	0.003	4	1.209	4	0.447	4	0.003	4	0.213	2	0.002	2	1.136	2	0.241	2	0.002	2

1	09.02.21	841	211	5.281	2	0.015	2	0.931	11	4.914	2	0.014	2	2.115	2	0.004	2	1.230	11	2.601	2	0.005	2	0.473	2	0.000	2	1.000	2	0.473	2	0.000	2	0.055	2	0.001	2	0.367	2	0.020	2	0.000	2	7.027	2	0.069	2	1.206	2	8.478	2	0.084	2	0.314	4	0.005	4	1.209	4	0.379	4	0.006	4	0.476	2	0.003	2	1.136	2	0.541	2	0.003	2

1	09.02.21	842	213	5.236	2	0.002	2	0.931	11	4.872	2	0.002	2	2.106	2	0.001	2	1.230	11	2.590	2	0.001	2	0.468	2	0.001	2	1.000	2	0.468	2	0.001	2	0.017	2	0.001	2	0.367	2	0.006	2	0.000	2	6.494	2	0.091	2	1.206	2	7.834	2	0.110	2	0.337	4	0.016	4	1.209	4	0.407	4	0.019	4	0.096	2	0.008	2	1.136	2	0.108	2	0.009	2

1	09.02.21	843	217	5.256	2	0.026	2	0.931	11	4.891	2	0.024	2	2.127	2	0.023	2	1.230	11	2.615	2	0.029	2	0.466	2	0.007	2	1.000	2	0.466	2	0.007	2	0.016	2	0.000	2	0.367	2	0.006	2	0.000	2	6.174	2	0.013	2	1.206	2	7.448	2	0.016	2	0.449	4	0.197	4	1.209	4	0.543	4	0.238	4	0.175	2	0.057	2	1.136	2	0.199	2	0.064	2

1	09.02.21	844	219	14.303	2	0.022	2	0.931	11	13.310	2	0.020	2	7.111	2	0.002	2	1.230	11	8.745	2	0.003	2	0.973	2	0.001	2	1.000	2	0.973	2	0.001	2	0.105	2	0.001	2	0.367	2	0.038	2	0.000	2	13.886	2	0.122	2	1.206	2	16.753	2	0.147	2	0.668	4	0.012	4	1.209	4	0.807	4	0.015	4	1.684	2	0.023	2	1.136	2	1.912	2	0.026	2

1	09.02.21	845	221	14.853	2	0.019	2	0.931	11	13.822	2	0.018	2	6.896	2	0.005	2	1.230	11	8.481	2	0.006	2	0.971	2	0.001	2	1.000	2	0.971	2	0.001	2	0.010	2	0.001	2	0.367	2	0.004	2	0.001	2	13.143	2	0.124	2	1.206	2	15.856	2	0.150	2	0.670	4	0.001	4	1.209	4	0.809	4	0.001	4	0.108	2	0.028	2	1.136	2	0.122	2	0.031	2

1	09.02.21	846	223	14.548	2	0.003	2	0.931	11	13.538	2	0.003	2	6.366	2	0.003	2	1.230	11	7.830	2	0.003	2	0.958	2	0.001	2	1.000	2	0.958	2	0.001	2	0.020	2	0.000	2	0.367	2	0.007	2	0.000	2	13.124	2	0.078	2	1.206	2	15.833	2	0.094	2	0.671	4	0.003	4	1.209	4	0.811	4	0.003	4	0.144	2	0.007	2	1.136	2	0.164	2	0.008	2

1	09.02.21	847	225	13.864	2	0.003	2	0.931	11	12.902	2	0.003	2	5.349	2	0.004	2	1.230	11	6.579	2	0.005	2	0.874	2	0.001	2	1.000	2	0.874	2	0.001	2	0.014	2	0.001	2	0.367	2	0.005	2	0.001	2	12.712	2	0.028	2	1.206	2	15.336	2	0.034	2	0.605	4	0.001	4	1.209	4	0.731	4	0.002	4	0.134	2	0.004	2	1.136	2	0.152	2	0.005	2

1	09.02.21	848	227	13.489	2	0.015	2	0.931	11	12.553	2	0.014	2	4.862	2	0.010	2	1.230	11	5.980	2	0.012	2	0.883	2	0.001	2	1.000	2	0.883	2	0.001	2	0.013	2	0.000	2	0.367	2	0.005	2	0.000	2	12.153	2	0.027	2	1.206	2	14.662	2	0.032	2	0.600	4	0.002	4	1.209	4	0.725	4	0.003	4	0.056	2	0.004	2	1.136	2	0.063	2	0.004	2

1	09.02.21	849	229	13.224	2	0.001	2	0.931	11	12.306	2	0.001	2	4.626	2	0.004	2	1.230	11	5.689	2	0.004	2	0.864	2	0.001	2	1.000	2	0.864	2	0.001	2	0.012	2	0.001	2	0.367	2	0.004	2	0.001	2	12.201	2	0.009	2	1.206	2	14.719	2	0.011	2	0.593	4	0.001	4	1.209	4	0.716	4	0.001	4	0.064	2	0.001	2	1.136	2	0.073	2	0.002	2

1	09.02.21	850	231	12.573	2	0.035	2	0.931	11	11.701	2	0.033	2	4.272	2	0.006	2	1.230	11	5.254	2	0.008	2	0.833	2	0.001	2	1.000	2	0.833	2	0.001	2	0.014	2	0.002	2	0.367	2	0.005	2	0.001	2	12.208	2	0.015	2	1.206	2	14.728	2	0.018	2	0.563	4	0.013	4	1.209	4	0.681	4	0.015	4	0.243	2	0.003	2	1.136	2	0.276	2	0.003	2

1	09.02.21	851	233	11.502	2	0.018	2	0.931	11	10.703	2	0.016	2	3.985	2	0.006	2	1.230	11	4.901	2	0.008	2	0.773	2	0.000	2	1.000	2	0.773	2	0.000	2	0.015	2	0.001	2	0.367	2	0.005	2	0.000	2	10.912	2	0.013	2	1.206	2	13.164	2	0.016	2	0.529	4	0.006	4	1.209	4	0.639	4	0.008	4	0.047	2	0.004	2	1.136	2	0.053	2	0.005	2

1	09.02.21	852	235	9.972	2	0.004	2	0.931	11	9.280	2	0.003	2	3.614	2	0.006	2	1.230	11	4.444	2	0.008	2	0.715	2	0.001	2	1.000	2	0.715	2	0.001	2	0.014	2	0.001	2	0.367	2	0.005	2	0.000	2	10.207	2	0.015	2	1.206	2	12.313	2	0.018	2	0.496	4	0.012	4	1.209	4	0.599	4	0.015	4	0.134	2	0.002	2	1.136	2	0.152	2	0.002	2

1	09.02.21	853	237	8.350	2	0.005	2	0.931	11	7.770	2	0.005	2	3.267	2	0.009	2	1.230	11	4.017	2	0.011	2	0.644	2	0.001	2	1.000	2	0.644	2	0.001	2	0.018	2	0.000	2	0.367	2	0.007	2	0.000	2	9.240	2	0.001	2	1.206	2	11.147	2	0.001	2	0.438	4	0.002	4	1.209	4	0.529	4	0.003	4	0.247	2	0.003	2	1.136	2	0.280	2	0.003	2

1	09.02.21	854	239	7.139	2	0.001	2	0.931	11	6.643	2	0.001	2	2.991	2	0.003	2	1.230	11	3.679	2	0.003	2	0.585	2	0.001	2	1.000	2	0.585	2	0.001	2	0.021	2	0.001	2	0.367	2	0.008	2	0.000	2	8.078	2	0.011	2	1.206	2	9.745	2	0.013	2	0.386	4	0.000	4	1.209	4	0.467	4	0.000	4	0.145	2	0.001	2	1.136	2	0.164	2	0.001	2

1	09.02.21	855	241	7.136	2	0.006	2	0.931	11	6.640	2	0.006	2	2.994	2	0.013	2	1.230	11	3.682	2	0.016	2	0.580	2	0.002	2	1.000	2	0.580	2	0.002	2	0.021	2	0.000	2	0.367	2	0.008	2	0.000	2	8.174	2	0.003	2	1.206	2	9.861	2	0.003	2	0.398	4	0.016	4	1.209	4	0.481	4	0.020	4	0.098	2	0.000	2	1.136	2	0.111	2	0.000	2

1	09.02.21	856	243	7.063	2	0.005	2	0.931	11	6.572	2	0.005	2	2.996	2	0.005	2	1.230	11	3.684	2	0.006	2	0.558	2	0.001	2	1.000	2	0.558	2	0.001	2	0.024	2	0.001	2	0.367	2	0.009	2	0.000	2	8.327	2	0.027	2	1.206	2	10.046	2	0.032	2	0.375	4	0.006	4	1.209	4	0.453	4	0.008	4	0.211	2	0.002	2	1.136	2	0.239	2	0.002	2

1	09.02.21	857	245	7.051	2	0.007	2	0.931	11	6.562	2	0.007	2	2.993	2	0.017	2	1.230	11	3.681	2	0.021	2	0.575	2	0.002	2	1.000	2	0.575	2	0.002	2	0.027	2	0.001	2	0.367	2	0.010	2	0.001	2	8.058	2	0.001	2	1.206	2	9.721	2	0.001	2	0.393	4	0.003	4	1.209	4	0.475	4	0.003	4	0.066	2	0.003	2	1.136	2	0.075	2	0.003	2

1	09.02.21	858	247	7.042	2	0.000	2	0.931	11	6.553	2	0.000	2	2.989	2	0.005	2	1.230	11	3.676	2	0.006	2	0.575	2	0.001	2	1.000	2	0.575	2	0.001	2	0.028	2	0.001	2	0.367	2	0.010	2	0.000	2	7.908	2	0.018	2	1.206	2	9.540	2	0.022	2	0.394	4	0.004	4	1.209	4	0.476	4	0.005	4	0.018	2	0.001	2	1.136	2	0.020	2	0.002	2

1	09.02.21	859	249	7.039	2	0.013	2	0.931	11	6.550	2	0.013	2	2.986	2	0.010	2	1.230	11	3.673	2	0.012	2	0.576	2	0.002	2	1.000	2	0.576	2	0.002	2	0.029	2	0.001	2	0.367	2	0.010	2	0.000	2	8.364	2	0.029	2	1.206	2	10.090	2	0.035	2	0.389	4	0.001	4	1.209	4	0.470	4	0.001	4	0.150	2	0.003	2	1.136	2	0.170	2	0.003	2

1	09.02.21	860	251	7.009	2	0.019	2	0.931	11	6.522	2	0.018	2	2.976	2	0.012	2	1.230	11	3.660	2	0.015	2	0.506	2	0.003	2	1.000	2	0.506	2	0.003	2	0.027	2	0.003	2	0.367	2	0.010	2	0.001	2	8.723	2	0.000	2	1.206	2	10.524	2	0.000	2	0.344	4	0.007	4	1.209	4	0.416	4	0.009	4	0.238	2	0.004	2	1.136	2	0.270	2	0.004	2

1	09.02.21	861	253	15.046	2	0.004	2	0.931	11	14.002	2	0.004	2	7.330	2	0.012	2	1.230	11	9.015	2	0.015	2	0.982	2	0.003	2	1.000	2	0.982	2	0.003	2	0.017	2	0.003	2	0.367	2	0.006	2	0.001	2	13.555	2	0.160	2	1.206	2	16.353	2	0.193	2	0.727	4	0.015	4	1.209	4	0.878	4	0.018	4	0.073	2	0.001	2	1.136	2	0.083	2	0.002	2

1	09.02.21	862	257	13.911	2	0.008	2	0.931	11	12.946	2	0.008	2	5.435	2	0.004	2	1.230	11	6.684	2	0.004	2	0.921	2	0.004	2	1.000	2	0.921	2	0.004	2	0.023	2	0.000	2	0.367	2	0.008	2	0.000	2	12.266	2	0.069	2	1.206	2	14.798	2	0.084	2	0.693	4	0.081	4	1.209	4	0.838	4	0.097	4	0.187	2	0.057	2	1.136	2	0.212	2	0.064	2

1	09.02.21	863	259	12.188	2	0.018	2	0.931	11	11.342	2	0.017	2	4.026	2	0.008	2	1.230	11	4.952	2	0.010	2	0.803	2	0.001	2	1.000	2	0.803	2	0.001	2	0.015	2	0.000	2	0.367	2	0.006	2	0.000	2	11.115	2	0.066	2	1.206	2	13.410	2	0.080	2	0.556	4	0.004	4	1.209	4	0.672	4	0.005	4	0.112	2	0.007	2	1.136	2	0.127	2	0.008	2

1	09.02.21	864	261	12.057	2	0.008	2	0.931	11	11.220	2	0.007	2	3.956	2	0.000	2	1.230	11	4.866	2	0.000	2	0.810	2	0.000	2	1.000	2	0.810	2	0.000	2	0.020	2	0.000	2	0.367	2	0.007	2	0.000	2	11.106	2	0.027	2	1.206	2	13.399	2	0.032	2	0.570	4	0.006	4	1.209	4	0.689	4	0.007	4	0.107	2	0.003	2	1.136	2	0.122	2	0.003	2

