Event Label	Date/Time	Lat	Lon	Bottle Nr.	Pressure [dbar]	in-situ temperature ITS-90 [°C]	Quality flag	practical Salinity PSU78 [ ]	Quality flag	Oxygen [ml/l]	Quality flag	conservative Temp ITS-90 [°C]	Quality flag	potential Temp. ref. pres. 0 dbar [°C]	absolute Salinity [g/kg]	potential density anomaly ref. pres. 0 dbar [kg/m^3]	Quality flag	oxygen satuaration [ml/l]	oxygen saturation [%]	conductivity [mS/cm]	Quality flag	fluorescence chl-a uncalibrated [mg/m^3]	Quality flag	beam transmission uncalibrated [%]	Quality flag	PAR/Irradiance [unknown]	Quality flag	SPAR/Surface Irradiance [unknown]	Quality flag	fluorescence cdom uncalibrated [mg/m^3]	Quality flag	rhodamine [ppb]	Quality flag
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	11	  71	-1.4969	1	33.4959	1	7.1188	1	...-1.4930	1	-1.4983	33.6581	26.9565	1	8.46	84.11	26.7049	1	0.0099	0	98.2559	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	12	  60	-1.5919	1	32.4489	1	7.3180	1	...-1.5862	1	-1.5929	32.6061	26.1094	1	8.55	85.62	25.8651	1	0.0086	0	98.2219	0	0.0098	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	13	  51	-1.5734	1	32.0860	1	7.4439	1	...-1.5670	1	-1.5742	32.2416	25.8145	1	8.56	86.92	25.6121	1	0.0198	0	98.0976	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	14	  51	-1.5764	1	32.1142	1	7.4550	1	...-1.5701	1	-1.5772	32.2699	25.8375	1	8.56	87.06	25.6303	1	0.0404	0	98.1338	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	15	  30	-1.5756	1	30.9256	1	8.5790	1	...-1.5675	1	-1.5760	31.0752	24.8726	1	8.63	99.37	24.7569	1	0.5668	0	97.2591	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	16	  22	-1.5460	1	30.1588	1	8.8074	1	...-1.5369	1	-1.5463	30.3044	24.2497	1	8.67	101.56	24.2153	1	0.4865	0	96.7963	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	17	  22	-1.5436	1	30.2191	1	8.7995	1	...-1.5346	1	-1.5439	30.3650	24.2986	1	8.67	101.51	24.2612	1	0.4784	0	96.8001	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	18	  22	-1.5397	1	30.3031	1	8.8044	1	...-1.5307	1	-1.5400	30.4494	24.3667	1	8.66	101.64	24.3256	1	0.5113	0	96.7833	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	19	  10	-1.5484	1	29.9145	1	8.8292	1	...-1.5390	1	-1.5485	30.0590	24.0516	1	8.69	101.63	24.0295	1	0.3768	0	96.3422	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	20	  10	-1.5476	1	29.9196	1	8.8283	1	...-1.5382	1	-1.5477	30.0641	24.0557	1	8.69	101.62	24.0338	1	0.3836	0	96.3675	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	21	   5	-1.5466	1	29.9109	1	8.8378	1	...-1.5371	1	-1.5467	30.0552	24.0485	1	8.69	101.73	24.0261	1	0.3264	0	96.3611	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	22	   5	-1.5478	1	29.9108	1	8.8300	1	...-1.5383	1	-1.5479	30.0551	24.0484	1	8.69	101.64	24.0251	1	0.3195	0	96.3573	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	23	   2	-1.5450	1	29.9122	1	8.8283	1	...-1.5355	1	-1.5451	30.0564	24.0494	1	8.69	101.63	24.0270	1	0.2634	0	96.2650	0	0.0095	0	NaN	0	NaN	0	NaN	0
PS122/5_59-62	2020-08-17T14:19:00	88.2992	-34.6480	24	   2	-1.5487	1	29.9107	1	8.8279	1	...-1.5392	1	-1.5488	30.0549	24.0483	1	8.69	101.61	24.0232	1	0.2634	0	95.9987	0	0.0094	0	NaN	0	NaN	0	NaN	0
PS122/5_59-72	2020-08-18T06:20:00	88.9377	-35.6880	 1	1014	0.0039	1	34.9021	1	6.9487	1	...-0.0396	1	-0.0411	35.0697	28.0327	1	8.05	86.32	29.4226	1	-0.0960	0	98.3558	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-72	2020-08-18T06:20:00	88.9377	-35.6880	 2	 759	0.2900	1	34.8901	1	6.9743	1	...0.2573	1	0.2561	35.0574	28.0062	1	7.99	87.29	29.5478	1	-0.1066	0	98.3898	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-72	2020-08-18T06:20:00	88.9377	-35.6880	 3	 507	0.9571	1	34.8924	1	6.9514	1	...0.9332	1	0.9328	35.0594	27.9660	1	7.85	88.54	30.0132	1	-0.0991	0	98.3622	0	0.0096	0	NaN	0	NaN	0	NaN	0
PS122/5_59-72	2020-08-18T06:20:00	88.9377	-35.6880	 4	 405	1.2741	1	34.8988	1	6.9324	1	...1.2540	1	1.2539	35.0660	27.9492	1	7.79	89.04	30.2475	1	-0.0891	0	98.3746	0	0.0096	0	NaN	0	NaN	0	NaN	0
